,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,Alameda County,Alpine County,Amador County,Butte County,Calaveras County,Colusa County,Contra Costa County,Del Norte County,El Dorado County,Fresno County,Glenn County,Humboldt County,Imperial County,Inyo County,Kern County,Kings County,Lake County,Lassen County,Los Angeles County,Madera County,Marin County,Mariposa County,Mendocino County,Merced County,Modoc County,Mono County,Monterey County,Napa County,Nevada County,Orange County,Placer County,Plumas County,Riverside County,Sacramento County,San Benito County,San Bernardino County,San Diego County,San Francisco County,San Joaquin County,San Luis Obispo County,San Mateo County,Santa Barbara County,Santa Clara County,Shasta County,Sierra County,Siskiyou County,Solano County,Sonoma County,Stanislaus County,Sutter County,Tehama County,Trinity County,Tulare County,Tuolumne County,Ventura County,Yolo County,Yuba County,Churchill County,Clark County,Douglas County,Elko County,Esmeralda County,Eureka County,Lander County,Lincoln County,Lyon County,Mineral County,Nye County,Pershing County,Storey County,Washoe County,White Pine County,Carson City
Douglas County,977.8247653,1186.99648,771.8894078,970.9768058,1098.441997,1123.574966,761.5803433,888.2629429,627.5880652,910.6334855,1033.320798,996.2744774,297.4607587,785.8243362,853.1663455,244.9307157,35.5266527,104.2169288,191.2416974,115.2915412,229.0181398,231.6533744,489.5745953,81.2200428,238.4498568,252.6428254,305.4363756,755.8958504,324.7640248,403.2903241,315.5027071,271.9520294,219.944843,537.2172311,188.9121113,289.0617738,150.8091468,335.6424023,213.7226874,313.3388867,127.2361816,332.3008832,239.8595417,109.3756453,604.1790477,97.82988291,159.6952117,659.840915,158.5874501,286.2292166,543.5386159,701.8280426,326.0816192,180.639044,398.3836328,292.9003969,487.2218944,261.3063568,292.8546858,108.451559,388.0092627,214.6203207,290.8631471,192.6471978,181.6882561,262.7957298,356.7342487,306.4028137,103.0273145,507.3130329,200.3359277,155.1633995,135.5299333,503.4649184,0,439.5183329,213.0599407,310.3480626,246.3421806,437.6793347,37.89275349,112.1424381,293.5511466,199.1298541,59.7397805,203.4136604,409.8854678,30.04773232
Elko County,819.0269611,1147.433064,667.5118406,910.0041794,1033.493191,1031.299367,832.422093,902.7446552,618.9528403,775.3751827,1051.286131,980.0554773,735.0324624,763.609488,939.1101053,684.3805252,471.5469394,543.1727917,553.9455426,553.9246596,624.368074,669.5817605,724.0898625,513.3903831,612.7694893,621.074563,233.8809595,900.714379,539.2615424,708.4886907,683.9625585,668.4786261,445.8189365,813.458831,578.4835819,720.3463623,557.9486717,711.8367051,637.7034334,450.6099023,468.9024802,751.2429409,663.4533705,503.658136,857.2182777,511.8795283,479.524654,826.0927646,592.5401649,706.8853975,702.5011728,911.3927374,760.6423913,620.1549846,779.1469718,732.2888977,841.5507243,698.6471206,563.4726728,471.2714144,601.2354329,647.6304572,708.8517537,627.8361674,588.7232661,591.3353122,654.5982064,621.9379558,525.8278522,823.979749,621.955896,549.6569287,304.4916461,548.6254506,439.5183329,0,421.9933975,150.9420165,198.9561815,392.1584624,403.1450109,391.9403072,365.6105915,268.9857947,401.3552974,364.8881728,195.356452,434.0554264
Esmeralda County,773.8804218,974.3058638,564.7131129,758.1224841,885.4359614,911.3076399,554.9559003,677.0246094,414.9159748,704.4903243,823.5943895,783.8798805,395.7160005,572.7694589,650.8909555,376.749838,211.1918757,274.4674045,403.1939028,260.6241804,429.9231097,379.5214109,701.6772437,276.8986146,211.7601101,460.8443856,405.7431522,565.773454,136.8284143,287.6594786,271.3982603,468.7858775,416.6537009,402.3658262,197.229299,449.5511651,202.0405806,537.2037084,280.289891,499.5012305,110.1777921,369.0600708,418.3146311,320.9802746,456.4508087,304.6651561,369.9533415,473.6395776,332.8473383,332.2615731,349.9199171,534.4289889,474.7071621,320.0059492,366.064603,419.4457438,420.2784403,363.3151669,503.9689859,320.7314973,595.8473807,381.1407447,470.194745,297.6097603,381.2735547,475.6430584,569.7560677,200.2818734,206.4076113,403.5063887,386.1497423,362.9453544,203.1101844,290.4116274,213.0599407,421.9933975,0,271.3610519,241.2528944,244.1440754,194.1861551,106.8972706,105.0677443,303.3517321,247.1330211,372.1473363,299.2797875,239.2617095
Eureka County,785.0615151,1076.829503,606.8807123,841.8068359,969.3495384,976.6549845,722.7659363,810.4642249,522.859281,730.6909237,961.2510323,898.898252,597.982732,678.2646753,828.3626624,553.0004639,338.7789601,414.2025925,456.4181299,420.4752193,518.8359801,541.701816,679.4672482,389.5042717,463.5079861,525.2672283,223.0529112,775.6820903,392.4494364,558.4788902,533.6528368,563.7106892,378.37895,666.5922669,431.2922014,598.7265697,413.8022771,616.250425,495.2657085,415.114394,321.2791802,605.9664611,546.2445519,392.5729591,713.4154677,395.0455047,387.8005307,695.1555065,468.436327,562.5159449,569.4378073,774.5763665,636.4033692,488.2742,628.9436793,600.9790698,690.6179168,561.7053888,496.5257614,365.8643622,556.573121,524.4685282,595.1096306,490.1304788,477.532521,507.4663234,584.7582089,471.0777562,386.1313078,674.1688817,505.2184817,441.4126134,177.1633203,432.716819,310.3480626,150.9420165,271.3610519,0,66.63680071,287.7321405,272.5325919,245.9230045,224.2976831,188.6155114,284.5979119,299.2873907,132.8207653,311.6624351
Lander County,833.0203491,1109.321619,647.1930364,876.724374,1005.172174,1016.246134,736.6307809,833.981758,547.814961,775.5528228,984.9203181,927.4798867,538.0269879,706.6974809,840.5669178,490.4553582,276.220778,350.5276581,390.02636,358.4703241,452.2061125,477.9955542,620.6470621,324.4340179,416.5885342,458.876183,190.8153714,777.5414431,372.4987393,527.5353613,489.8466287,497.0806494,317.1724213,643.3098716,380.3789443,533.6454778,359.0058778,549.7814953,438.8627154,361.9859385,271.4688926,552.3477088,480.4008732,326.0111966,695.1732564,328.895784,322.1287281,692.3766721,403.6229757,507.931557,565.9430661,765.0268409,571.9133951,425.7934653,584.4168646,538.4840618,652.4718347,501.6477835,434.123413,299.2575552,498.7020118,459.5699873,528.9446772,430.3980209,411.0602289,442.2282767,521.2877162,435.5171248,327.4953771,643.2757498,439.2573181,374.8010606,111.6147375,446.8209425,246.3421806,198.9561815,241.2528944,66.63680071,0,315.1344787,208.8094091,193.8547109,221.0238173,130.3628077,218.1660196,240.3031617,191.4101353,246.0234265
Lincoln County,541.3070081,794.2245103,340.6612065,562.5198869,691.2592442,705.5649386,440.7640604,522.7331299,235.1352266,476.3779564,673.5420399,612.8636619,635.3405824,391.9880005,547.3501465,620.5607946,445.3624487,514.9602715,627.0782656,503.5621375,664.8770352,623.6523502,906.1103451,511.6626452,435.3577726,690.273804,504.3363871,512.7523214,254.9528798,429.1130094,473.5681187,706.0056367,603.8413965,489.6584624,434.0703461,693.5425005,444.8728172,772.250645,519.7390529,667.0107765,353.984857,593.9348537,660.2580132,546.4871684,512.8702383,534.9586416,579.0499734,446.2045519,574.3146412,563.179784,330.6700266,541.2575172,718.7566444,564.1142712,558.133002,662.4329867,578.6696961,604.5094268,709.3674086,536.9358721,790.0532685,624.3000927,712.4128021,540.8816384,616.5119776,695.1569114,786.1080208,381.6778703,450.0732827,529.271057,626.1918298,592.7958544,363.5083736,158.5030334,437.6793347,392.1584624,244.1440754,287.7321405,315.1344787,0,408.2992296,326.094997,144.9787722,437.0805346,452.2717621,538.24775,198.3574576,457.8554106
Lyon County,949.4080189,1167.732711,745.1366961,948.8555678,1076.844723,1100.195847,747.9694503,871.2001893,605.423451,883.1829743,1017.674342,977.6547268,332.4203648,764.8649188,841.9197868,281.8630821,68.50309842,141.7707535,218.8003501,150.7896286,262.8979251,269.2834817,508.4031127,118.6286815,254.6197942,283.1043888,280.3936149,749.2818029,315.6947268,410.8010145,332.4886233,306.5474223,225.0053237,543.0547449,207.2401689,326.9332128,173.1235387,368.4860764,243.0974603,313.5820953,126.1816414,361.2107424,277.2096801,139.109608,607.9349717,131.8020999,176.3967549,654.2054437,196.4585071,315.2644577,535.0268937,701.5775661,363.9448956,217.32644,419.2829819,329.882063,504.3323546,296.1034164,310.3279585,129.5938019,401.7010837,252.499632,327.9069256,226.2150391,216.5090294,287.6019519,380.1261325,312.765327,129.7655992,518.5859441,237.3133128,187.1706139,98.68093371,482.8739233,37.89275349,403.1450109,194.1861551,272.5325919,208.8094091,408.2992296,0,88.01367808,265.6794865,171.4077594,54.18348669,194.4320076,372.7234363,49.64503092
Mineral County,865.746481,1079.728676,659.7969609,861.1043383,988.9944562,1012.844151,661.7437599,783.5471294,517.6333969,798.4922629,930.4100527,889.7063885,357.1884995,676.9019101,757.0447515,320.8909135,120.7213683,194.9370244,303.1562197,190.6829856,338.9643844,315.881699,596.4035083,186.3318555,223.6171979,364.6380723,322.4336639,668.4533223,234.9591464,353.5869609,298.6266278,380.6702185,309.8732104,480.5884717,186.5955604,381.3859934,168.0891741,446.2328481,250.2061593,394.1683827,77.9125372,360.1115003,340.1435884,221.4966762,541.3393078,208.89138,264.3967145,574.6742298,254.6224904,316.6073654,453.0539209,628.4330948,413.1701716,257.7103801,392.1729986,367.7095331,465.6624392,321.4886859,398.3416303,216.709139,489.1971503,308.2961897,392.30256,250.129702,290.7761366,373.8234069,467.0917847,256.4265266,145.963068,466.7591243,303.4821561,266.8775235,114.2947443,394.8638339,112.1424381,391.9403072,106.8972706,245.9230045,193.8547109,326.094997,88.01367808,0,181.5712747,213.8277513,140.2979582,268.6544969,320.0254743,135.2775452
Nye County,684.2967049,913.4959599,479.4935805,688.5871822,817.2870754,837.361744,519.253996,625.9467527,347.2703398,617.5535835,775.9525172,726.2486635,500.7781283,508.3423058,621.7543129,480.3465271,300.3945351,370.3304131,483.9217942,359.8868832,520.0130613,481.6048621,769.5971285,366.7159039,312.5942203,546.1688908,408.4794083,556.6638461,177.0879605,354.7175444,364.8240776,561.0341784,471.6039793,449.339963,301.8825941,550.7928134,306.7464962,627.4332321,385.3521331,543.1217968,211.9480625,471.4300884,515.8430526,402.7306915,491.6110267,390.4290026,439.4194057,472.8194052,429.8405743,436.0669087,346.5576957,550.302339,577.6562133,422.0009338,456.9387204,523.7597995,498.3792245,468.2580026,571.7085204,395.1144761,656.73176,480.5583891,568.0564093,401.8910003,471.6014925,553.2664139,645.3743695,282.326209,307.2517859,467.3908462,481.3718742,448.4486103,234.6215255,233.1598189,293.5511466,365.6105915,105.0677443,224.2976831,221.0238173,144.9787722,265.6794865,181.5712747,0,322.3286575,312.3499553,412.9834397,210.6447262,314.9001884
Pershing County,962.5786005,1229.713043,773.9078985,999.5009287,1128.295536,1141.826182,840.744723,947.3933677,664.6309726,904.104884,1097.776809,1045.095153,492.4734101,825.1757244,941.878621,433.4447821,234.6131299,293.9319688,284.9962077,311.7300952,355.7823928,414.3484325,491.2110738,258.7375892,423.1096592,352.429617,110.2409895,866.3905695,439.9561806,567.0114651,500.8640828,399.674111,190.1113903,694.3390769,377.4280037,458.1068222,344.500378,443.4511383,412.6957767,232.3016778,283.4889874,531.2339991,398.9123839,238.2292178,754.2002903,250.131784,210.9887053,775.9598424,335.0559773,485.1716216,650.933291,837.3261868,500.0454997,372.0298821,589.7287914,480.1099158,671.8801372,456.9642764,308.8591983,203.8903021,368.7593717,387.8581281,442.1526036,390.5770505,322.002941,326.115627,398.1891963,469.3390636,300.3985382,679.1722515,357.6788853,282.2360443,101.0510856,555.3057582,199.1298541,268.9857947,303.3517321,188.6155114,130.3628077,437.0805346,171.4077594,213.8277513,322.3286575,0,146.4028727,110.7378885,319.9991968,183.1106031
Storey County,993.4483011,1219.238111,791.3108936,998.7677463,1127.038386,1149.116145,801.6061911,923.781852,655.6109201,928.4371911,1070.703599,1029.538259,346.0755892,815.6355076,895.9268169,287.7264675,93.82926131,147.5598181,179.8821468,165.9128556,235.1949501,269.9929398,458.0018034,113.3816858,297.9293998,247.4440751,248.8827575,803.4116682,369.8743447,460.3669988,375.1437515,279.9884547,170.8378087,593.602461,248.5819059,319.0606801,210.4795588,336.4739592,270.4812845,259.9501736,178.439115,388.8305279,263.3590503,108.3083112,659.4757413,111.3275446,127.090767,708.2444891,191.6656858,342.8394525,589.2098786,754.5794283,359.3423989,225.7205414,457.9942471,334.836381,546.918238,310.622254,259.819394,86.93883782,348.9862231,246.3399933,311.0284562,245.0713147,192.9388149,243.669414,333.8363216,362.8068837,162.1158122,565.9005796,221.9567711,157.5628589,108.7301719,534.1756709,59.7397805,401.3552974,247.1330211,284.5979119,218.1660196,452.2717621,54.18348669,140.2979582,312.3499553,146.4028727,0,144.5423612,397.1178825,37.06676524
Washoe County,1069.797075,1326.096588,877.7104729,1098.736826,1227.63327,1243.777563,924.0751353,1038.058262,759.8014484,1009.88781,1187.35645,1139.231621,460.8756846,920.8952449,1022.142244,394.2024664,235.1579176,268.4825599,203.0725931,293.8745226,279.4932507,369.7204346,380.5336861,229.1111524,441.7789138,264.5763951,148.8800454,936.9538908,503.6110052,604.5821797,518.5110002,320.0085508,81.55455284,737.3508309,391.9454412,398.9057669,352.4815641,352.6629656,404.0725736,130.1408462,320.5932126,519.9765212,336.6639972,185.5625476,802.3496117,206.7524123,128.4363212,843.3283019,291.8372818,474.822467,721.3446484,894.8136135,442.6809959,340.6315819,598.7107654,436.8961307,689.8702695,428.1627165,200.6167989,147.9588003,258.4069944,336.7437767,372.0432611,371.1254268,256.8650349,227.7769545,291.2018908,506.7830296,302.7428327,710.426898,298.1531343,216.8357871,178.3800921,645.0215745,203.4136604,364.8881728,372.1473363,299.2873907,240.3031617,538.24775,194.4320076,268.6544969,412.9834397,110.7378885,144.5423612,0,430.684181,175.9438054
White Pine County,655.1381921,961.1436059,484.7513404,724.3088006,850.1843654,853.4212241,637.4211707,708.6114614,423.7869973,603.2958213,857.8571065,789.1172187,675.7844268,570.8115078,744.1282254,640.710434,432.2265742,509.2175489,575.1550612,509.2886256,631.7338229,634.2311853,811.2058407,491.104201,510.1997487,643.6425902,351.5071645,710.305954,385.9612071,565.0460951,570.0612937,676.3004649,508.4858821,653.0842346,489.069563,696.9933798,482.1007953,733.4478502,564.8257014,547.9324207,383.3329507,664.7981156,649.7429612,504.8315075,688.1986827,502.8775882,510.6657576,640.1097801,567.1902123,625.0960913,519.6922686,730.6307925,731.199689,577.02741,663.959883,687.7025299,708.9574949,640.5564293,625.502674,482.5799467,688.6594983,622.7346285,700.626291,569.6318139,587.4125792,631.3312472,712.2763573,491.7712847,465.9057771,676.7028789,610.0353974,554.2344435,288.9760883,356.4046338,409.8854678,195.356452,299.2797875,132.8207653,191.4101353,198.3574576,372.7234363,320.0254743,210.6447262,319.9991968,397.1178825,430.684181,0,418.1263491
Carson City,998.8748283,1213.567569,794.2176892,996.1832671,1123.930241,1148.113868,790.0163595,915.6508718,652.7031917,932.4537038,1061.206998,1023.089117,309.4500106,811.5780958,882.1834895,252.2495364,59.23980331,111.3327041,169.2234379,128.8723311,214.6953084,235.7191557,462.4512842,79.35148828,266.1074726,233.5434124,285.8963684,785.6412632,354.0001328,432.72867,342.5976501,258.8049822,189.8978069,566.828555,216.0783885,287.8897004,176.6151814,319.5104864,233.8426151,283.4895523,157.1025049,352.051605,234.6113626,89.65307038,634.0085655,84.76143773,131.259088,689.6738765,158.6433842,306.102486,572.988215,731.8689148,327.0532813,189.5513759,423.5160786,299.6846761,513.9350705,273.8626338,265.0316335,81.58252426,359.1332325,214.1950881,284.0096258,208.0101091,169.3452302,238.6960159,331.8142401,336.0858457,127.2411446,535.9006498,193.7336757,138.1928605,134.5218877,529.298594,30.04773232,434.0554264,239.2617095,311.6624351,246.0234265,457.8554106,49.64503092,135.2775452,314.9001884,183.1106031,37.06676524,175.9438054,418.1263491,0
